food,Caloric_Value,Fat_Density,Saturated_Fats_Density,Monounsaturated_Fats_Density,Polyunsaturated_Fats_Density,Carbohydrates_Density,Sugars_Density,Protein_Density,Dietary_Fiber_Density,Cholesterol_Density,Sodium_Density,Water_Density,Vitamin_A_Density,Vitamin_B1_Density,Vitamin_B11_Density,Vitamin_B12_Density,Vitamin_B2_Density,Vitamin_B3_Density,Vitamin_B5_Density,Vitamin_B6_Density,Vitamin_C_Density,Vitamin_D_Density,Vitamin_E_Density,Vitamin_K_Density,Calcium_Density,Copper_Density,Iron_Density,Magnesium_Density,Manganese_Density,Phosphorus_Density,Potassium_Density,Selenium_Density,Zinc_Density,Nutrition_Density_Density,Health_Label
pepper jack cheese lucerne,75,0.08,0.05333333333333334,0.0,0.0,0.0,0.0,0.06666666666666667,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,Healthy
caraway cheese,106,0.07830188679245284,0.049999999999999996,0.02169811320754717,0.0018867924528301887,0.008490566037735849,0.0,0.0669811320754717,0.0,0.2481132075471698,0.0018867924528301887,0.10471698113207546,0.0001320754716981132,0.0007264150943396226,0.0006226415094339623,0.0003584905660377358,0.0009433962264150943,0.0003773584905660377,0.00020754716981132075,0.0008113207547169811,0.0,0.0,0.0,0.0,1.7971698113207548,6.60377358490566e-05,0.0018867924528301887,0.05849056603773585,1.8867924528301888e-05,1.3084905660377357,0.2481132075471698,8.490566037735848e-05,0.007547169811320755,1.9535094339622643,Healthy
gjetost cheese,1058,0.06332703213610585,0.04111531190926276,0.016918714555765595,0.0019848771266540643,0.09149338374291115,0.0,0.020699432892249525,0.0,0.20170132325141776,0.001323251417769376,0.028827977315689982,0.0007561436672967864,0.000661625708884688,7.18336483931947e-05,4.44234404536862e-05,0.0029300567107750472,0.0017013232514177694,0.00718336483931947,0.0005671077504725897,0.0,0.0,0.0,0.0,0.8582230623818525,0.0001890359168241966,0.0011342155009451795,0.1501890359168242,3.308128544423441e-05,0.9526465028355388,3.023062381852552,3.686200378071833e-05,0.002457466918714556,1.035633270321361,Unhealthy
tilsit cheese,136,0.07647058823529412,0.04926470588235294,0.021323529411764706,0.0022058823529411764,0.0058823529411764705,0.0,0.07205882352941177,0.0,0.3,0.0022058823529411764,0.12573529411764706,0.00041911764705882356,0.00026470588235294115,0.0005294117647058823,0.00042647058823529416,0.0007352941176470588,0.0005,0.0007352941176470588,0.00026470588235294115,0.0,0.0,0.0,0.0,2.0588235294117645,0.00024264705882352943,7.352941176470589e-05,0.03823529411764706,0.0006323529411764705,1.4705882352941178,0.19117647058823528,0.00019117647058823528,0.010294117647058823,2.2137426470588237,Unhealthy
goat cheese,103,0.08155339805825243,0.05631067961165048,0.018446601941747572,0.0019417475728155341,8.737864077669902e-05,0.00030097087378640777,0.059223300970873784,0.0,0.2174757281553398,0.0009708737864077671,0.12524271844660195,0.0009708737864077671,0.0001262135922330097,0.00010679611650485436,0.0008349514563106796,0.0019417475728155341,0.002912621359223301,0.00029126213592233006,0.0008446601941747572,0.0,0.0007572815533980582,0.000796116504854369,0.0004466019417475728,0.8184466019417476,0.0019417475728155341,0.0048543689320388345,0.07961165048543689,7.766990291262136e-05,1.0300970873786408,0.43398058252427185,4.854368932038835e-05,0.0019417475728155341,0.9659611650485437,Unhealthy
brick cheese,111,0.08018018018018018,0.05045045045045045,0.023423423423423424,0.0018018018018018018,0.007207207207207207,0.0018018018018018018,0.06306306306306306,0.0,0.25405405405405407,0.0018018018018018018,0.11081081081081082,0.00014414414414414415,0.0003783783783783784,0.0005315315315315315,0.0006666666666666666,0.0009009009009009009,0.0007657657657657659,0.0007747747747747747,0.0002972972972972973,0.0,0.0003783783783783784,0.0006486486486486486,0.0005765765765765766,1.8216216216216214,0.0008378378378378379,0.0009009009009009009,0.06486486486486487,0.0007657657657657659,1.2189189189189191,0.36756756756756753,0.0005045045045045045,0.007207207207207207,1.972990990990991,Unhealthy
asadero cheese,402,0.07935323383084576,0.05049751243781095,0.02263681592039801,0.0024875621890547263,0.007960199004975126,0.007960199004975126,0.06343283582089553,0.0,0.295273631840796,0.0017412935323383083,0.11840796019900497,0.0002437810945273632,8.45771144278607e-05,1.2437810945273631e-05,0.00010696517412935322,0.0007462686567164179,0.0004975124378109454,0.0007462686567164179,5.9701492537313435e-05,0.0,0.00017661691542288554,0.0007462686567164179,4.9751243781094526e-05,1.857960199004975,0.0001666666666666667,0.0014925373134328358,0.07313432835820895,5.9701492537313435e-05,1.245273631840796,0.2417910447761194,0.00023880597014925374,0.00845771144278607,2.0103855721393034,Unhealthy
camembert cheese,90,0.0811111111111111,0.05111111111111111,0.023333333333333334,0.0022222222222222222,0.0011111111111111111,0.0011111111111111111,0.06555555555555556,0.0,0.24000000000000002,0.003333333333333333,0.17222222222222222,0.001011111111111111,0.0006,0.00047777777777777776,0.0003777777777777778,0.0011111111111111111,0.0022222222222222222,0.0044444444444444444,0.0001888888888888889,0.0,0.0010333333333333334,0.00015555555555555556,0.0002666666666666667,1.2933333333333334,0.0005111111111111111,0.0007,0.06666666666666667,0.0008333333333333333,1.1566666666666665,0.6233333333333333,0.0003888888888888889,0.0077777777777777776,1.442511111111111,Healthy
provolone cheese reduced fat,310,0.06419354838709677,0.04129032258064516,0.017741935483870968,0.001935483870967742,0.012903225806451613,0.001935483870967742,0.09,0.0,0.2006451612903226,0.0032258064516129032,0.18451612903225809,0.0006451612903225806,0.00016129032258064516,0.0002032258064516129,0.00025483870967741933,0.0012903225806451613,0.0006451612903225806,0.0016129032258064516,0.0001967741935483871,0.0,8.709677419354839e-05,0.0006451612903225806,0.0002451612903225806,2.7558064516129033,0.00024838709677419356,0.001935483870967742,0.10193548387096775,0.00030967741935483873,1.8080645161290323,0.5029032258064516,0.00017419354838709678,0.011612903225806452,2.9254838709677418,Healthy
roquefort cheese,314,0.08280254777070063,0.05222929936305732,0.022929936305732486,0.0035031847133757963,0.005414012738853503,0.0,0.058280254777070065,0.0,0.24363057324840764,0.004777070063694267,0.10668789808917198,0.0006369426751592357,0.0002929936305732484,0.00011783439490445859,6.369426751592357e-06,0.0015923566878980893,0.001910828025477707,0.004777070063694267,0.00031847133757961787,0.0,0.0,0.0,0.0,1.7920382165605098,1.5923566878980894e-05,0.0015923566878980893,0.08121019108280254,0.00011464968152866241,1.0611464968152866,0.24649681528662423,0.00025796178343949044,0.0057324840764331215,1.940764331210191,Unhealthy
queso blanco cheese,366,0.07841530054644809,0.04398907103825137,0.02076502732240437,0.0038251366120218575,0.00819672131147541,0.0057377049180327875,0.06557377049180328,0.0,0.2256830601092896,0.002185792349726776,0.15710382513661203,0.000546448087431694,0.0002650273224043716,0.0,6.0109289617486335e-05,0.000819672131147541,0.00010382513661202186,0.001366120218579235,0.000273224043715847,0.0,0.0001366120218579235,0.001639344262295082,0.00016666666666666666,2.2245901639344265,0.00026775956284153007,0.000546448087431694,0.09344262295081968,0.0001830601092896175,1.505737704918033,0.40628415300546444,4.371584699453552e-05,0.009836065573770493,2.377868852459016,Healthy
queso seco cheese,315,0.07492063492063493,0.042222222222222223,0.019682539682539683,0.0038095238095238095,0.006349206349206349,0.0015873015873015873,0.07555555555555556,0.0,0.24031746031746032,0.005714285714285714,0.12984126984126984,0.0006349206349206349,0.00012063492063492063,0.0,3.1746031746031745e-05,0.0006349206349206349,8.571428571428571e-05,0.0012698412698412698,0.00015555555555555556,0.0,0.00010158730158730159,0.0015873015873015873,0.00014285714285714284,2.035555555555556,0.0002888888888888889,0.0006349206349206349,0.08317460317460318,0.0002634920634920635,1.4628571428571429,0.35714285714285715,0.0001523809523809524,0.010158730158730159,2.193650793650794,Healthy
goat cheese soft,75,0.08,0.05466666666666666,0.018666666666666665,0.0013333333333333335,0.0,0.004,0.06933333333333333,0.0,0.17333333333333334,0.0013333333333333335,0.22933333333333333,0.0006533333333333333,0.00076,0.0004933333333333334,0.00016,0.0013333333333333335,0.0013333333333333335,0.002666666666666667,0.00047999999999999996,0.0,0.0012266666666666667,0.00013333333333333334,0.00124,0.528,0.002666666666666667,0.006666666666666667,0.06,0.00034666666666666667,0.9653333333333334,0.09866666666666667,0.00018666666666666666,0.004,0.6841466666666667,Healthy
mozzarella cheese,90,0.07333333333333333,0.04666666666666667,0.022222222222222223,0.0022222222222222222,0.0077777777777777776,0.0,0.07444444444444445,0.0,0.2633333333333333,0.0011111111111111111,0.16666666666666666,0.0004111111111111111,0.0009777777777777777,0.0009777777777777777,0.0009,0.0007888888888888888,0.00014444444444444444,0.0009888888888888888,0.00017777777777777779,0.0,0.0004888888888888889,1.1111111111111112e-05,8.888888888888889e-05,1.6833333333333333,0.0006333333333333334,0.0011111111111111111,0.06666666666666667,0.0002111111111111111,1.18,0.25333333333333335,0.0005222222222222222,0.01,1.8405333333333334,Unhealthy
chihuahua cheese,494,0.07935222672064778,0.05040485829959514,0.022469635627530363,0.0024291497975708503,0.014777327935222672,0.014777327935222672,0.057692307692307696,0.0,0.2805668016194332,0.001619433198380567,0.10465587044534413,1.417004048582996e-05,0.00010728744939271254,6.275303643724696e-05,0.0001659919028340081,0.0006072874493927126,0.00040485829959514174,0.0008097165991902835,0.00012348178137651822,0.0,0.00018016194331983804,0.0006072874493927126,2.226720647773279e-05,1.7394736842105263,6.072874493927125e-05,0.0012145748987854252,0.061538461538461535,9.51417004048583e-05,1.1809716599190283,0.1388663967611336,0.0001437246963562753,0.009311740890688258,1.8926781376518218,Unhealthy
limburger cheese,98,0.08367346938775509,0.05102040816326531,0.02653061224489796,0.0010204081632653062,0.0010204081632653062,0.0010204081632653062,0.061224489795918366,0.0,0.2755102040816326,0.0020408163265306124,0.14795918367346939,0.0010204081632653062,0.0002142857142857143,0.0009693877551020408,0.000836734693877551,0.0020408163265306124,9.183673469387755e-05,0.004081632653061225,2.0408163265306123e-05,0.0,4.0816326530612245e-05,0.0005612244897959184,0.00046938775510204083,1.5214285714285714,0.0003673469387755102,0.00011224489795918367,0.06428571428571428,0.0005510204081632653,1.203061224489796,0.39183673469387753,0.0002959183673469388,0.006122448979591836,1.6691326530612243,Unhealthy
muenster cheese,486,0.08168724279835392,0.05185185185185185,0.023662551440329218,0.001851851851851852,0.0030864197530864196,0.0030864197530864196,0.06358024691358025,0.0,0.26069958847736624,0.001646090534979424,0.11337448559670782,0.000823045267489712,3.292181069958848e-05,1.8518518518518518e-05,0.0001748971193415638,0.000823045267489712,0.000205761316872428,0.0006172839506172839,0.00014814814814814815,0.0,0.00013374485596707818,0.0006172839506172839,0.00011522633744855968,1.9473251028806584,1.646090534979424e-05,0.00102880658436214,0.07325102880658436,0.00019135802469135801,1.27119341563786,0.3639917695473251,0.0001213991769547325,0.007613168724279836,2.0975308641975308,Unhealthy
queso fresco cheese,365,0.07972602739726027,0.04328767123287672,0.02,0.0035616438356164386,0.009863013698630137,0.007671232876712329,0.06054794520547946,0.0,0.23068493150684932,0.002465753424657534,0.17178082191780822,0.000821917808219178,5.2054794520547945e-05,7.945205479452055e-05,0.00020821917808219178,0.0005479452054794521,0.00013698630136986303,0.0010958904109589042,0.00016438356164383562,0.0,0.00015068493150684933,0.0013698630136986301,0.00023835616438356162,1.8917808219178083,6.849315068493152e-05,0.0005479452054794521,0.08027397260273973,0.0001452054794520548,1.2868493150684932,0.4312328767123288,0.00019999999999999998,0.008493150684931507,2.0432876712328767,Healthy
brie cheese,100,0.083,0.052000000000000005,0.024,0.002,0.001,0.001,0.062,0.0,0.3,0.002,0.145,0.00014000000000000001,0.0004,0.00025,0.00073,0.002,0.001,0.002,1e-05,0.0,0.00068,0.00078,0.0005600000000000001,0.552,0.00015,0.002,0.06,0.00047,0.564,0.456,0.0004,0.006999999999999999,0.70096,Unhealthy
pimento cheese,525,0.08323809523809525,0.05238095238095238,0.023809523809523808,0.0026666666666666666,0.004571428571428571,0.0017142857142857144,0.05904761904761905,0.00019047619047619048,0.25066666666666665,0.0038095238095238095,0.1041904761904762,0.0005714285714285714,4.380952380952381e-05,8.19047619047619e-05,3.0476190476190475e-05,0.0009523809523809524,0.00019047619047619048,0.0013333333333333333,2.095238095238095e-05,0.006095238095238095,0.00018857142857142857,0.0007619047619047619,0.0001638095238095238,1.6373333333333333,6.095238095238095e-05,0.0011428571428571427,0.058666666666666666,5.9047619047619046e-05,1.9839999999999998,0.432,0.00016952380952380951,0.008,1.7921904761904761,Unhealthy
mexican cheese,316,0.06867088607594936,0.04113924050632911,0.01772151898734177,0.002531645569620253,0.012025316455696202,0.0018987341772151898,0.08765822784810126,0.0,0.21962025316455697,0.002848101265822785,0.17088607594936708,0.0006329113924050633,0.00028797468354430376,8.544303797468354e-05,0.00015822784810126583,0.0009493670886075949,5.3797468354430386e-05,0.0,0.00012658227848101267,0.0,0.0002753164556962025,0.0006329113924050633,0.0002310126582278481,4.061708860759493,0.00010759493670886077,0.00031645569620253165,0.12405063291139241,0.0,2.0664556962025316,0.329746835443038,1.89873417721519e-05,0.015189873417721518,4.231012658227848,Healthy
feta cheese,80,0.08,0.05,0.017499999999999998,0.0025,0.015,0.0,0.05375,0.0,0.33375,0.00375,0.20750000000000002,0.000175,0.0007875,0.00026250000000000004,0.00095,0.00375,0.00375,0.00375,0.00125,0.0,0.00075,0.00045,0.0007125,1.8487500000000001,0.00015000000000000001,0.0025,0.07125000000000001,0.0007875,1.26375,0.2325,6.25e-05,0.01125,2.000725,Unhealthy
mozzarella cheese fat free,159,0.0,0.0,0.0,0.0,0.025157232704402517,0.010691823899371069,0.2251572327044025,0.012578616352201259,0.12767295597484277,0.005031446540880504,0.4276729559748428,0.000628930817610063,0.0004968553459119497,6.918238993710691e-05,0.00015723270440251574,0.0018867924528301887,0.000628930817610063,0.0,0.0003459119496855346,0.0,0.0,0.001257861635220126,0.00011320754716981131,6.829559748427673,0.0004842767295597484,0.002515723270440252,0.23459119496855343,0.0,4.662264150943396,0.7534591194968553,0.00022012578616352203,0.027672955974842768,7.0955974842767295,Healthy
provolone cheese,463,0.07580993520518359,0.04859611231101512,0.021166306695464366,0.0021598272138228943,0.006047516198704104,0.001511879049676026,0.07300215982721382,0.0,0.19676025917926565,0.002591792656587473,0.11684665226781858,0.0006479481641468683,2.807775377969762e-05,3.67170626349892e-05,1.0799136069114471e-05,0.0008639308855291578,0.0004319654427645789,0.0012958963282937365,0.00011231101511879049,0.0,6.0475161987041036e-05,0.0006479481641468683,2.159827213822894e-06,2.155291576673866,2.3758099352051836e-05,0.001511879049676026,0.07991360691144708,7.127429805615552e-05,1.4140388768898489,0.3935205183585313,3.67170626349892e-05,0.009287257019438444,2.3123110151187904,Healthy
anejo cheese,492,0.08048780487804878,0.05101626016260163,0.02296747967479675,0.0024390243902439024,0.012398373983739837,0.012398373983739837,0.05752032520325204,0.0,0.2817073170731707,0.003048780487804878,0.10203252032520325,0.0001991869918699187,0.0001402439024390244,0.00016463414634146343,0.0001565040650406504,0.0006097560975609756,0.00017886178861788616,0.0006097560975609756,2.235772357723577e-05,0.0,6.504065040650407e-05,0.0006097560975609756,0.00015853658536585366,1.824390243902439,0.00011788617886178862,0.0012195121951219512,0.07520325203252033,0.0001361788617886179,1.1912601626016261,0.23333333333333334,0.00019308943089430894,0.007926829268292683,1.9760264227642277,Unhealthy
honey,64,0.0,0.0,0.0,0.0,0.2703125,0.26875,0.00125,0.000390625,0.0,0.000171875,0.05625,0.0,0.0,0.00034375,0.0,4.6875e-05,0.0001875,0.00046875,6.25e-05,0.0015625,0.0,0.0,0.0,0.0203125,0.000953125,0.000265625,0.00625,0.00153125,0.0125,0.1703125,0.000328125,0.000125,0.2951875,Unhealthy
apple butter,35,0.0018,0.0010857142857142858,0.0018857142857142857,0.0018285714285714285,0.24285714285714285,0.20285714285714285,0.0012857142857142856,0.008571428571428572,0.0,8.571428571428571e-05,0.3228571428571429,0.0,0.0022285714285714287,0.0005714285714285715,0.0,0.0015142857142857143,0.0026285714285714285,0.00014285714285714287,0.0016285714285714287,0.002857142857142857,0.0,0.0017142857142857142,0.002142857142857143,0.08,0.002428571428571429,0.0007142857142857143,0.022857142857142857,0.002657142857142857,0.045714285714285714,0.52,0.0022285714285714287,0.0027142857142857142,0.33817142857142857,Unhealthy
fruit jam,56,0.0016964285714285714,0.000375,0.0011607142857142858,0.0,0.24642857142857144,0.1732142857142857,0.0,0.0035714285714285718,0.0,0.0009285714285714286,0.10892857142857142,0.0,0.0014821428571428572,0.0013571428571428571,0.0,0.0004285714285714286,0.00125,0.0008035714285714286,0.0006607142857142856,0.03214285714285715,0.0,0.001107142857142857,0.0,0.07142857142857142,0.0003928571428571428,0.00125,0.014285714285714287,3.571428571428572e-05,0.06785714285714285,0.275,0.0009642857142857143,0.0005357142857142857,0.3556964285714286,Unhealthy
chocolate hazelnut spread,100,0.055,0.053,0.0,0.0,0.115,0.1,0.01,0.01,0.0,0.00099,0.002,0.0,5e-05,0.0002,0.00042,0.00035999999999999997,0.0007199999999999999,0.001,0.0005600000000000001,0.0,0.0,0.009000000000000001,0.0007099999999999999,0.2,0.00061,0.008,0.11800000000000001,0.002,0.281,0.753,0.00021,0.002,0.39799999999999996,Unhealthy
peanut butter,88,0.08409090909090909,0.015909090909090907,0.035227272727272725,0.019318181818181818,0.04090909090909091,0.011363636363636364,0.0375,0.010227272727272727,0.0,0.000965909090909091,0.002272727272727273,0.0,0.0,0.0009204545454545455,0.0007159090909090909,0.0,0.00046590909090909094,0.022727272727272728,0.002272727272727273,0.0008863636363636364,0.0,0.0,0.010227272727272727,0.0,0.09204545454545454,0.0008977272727272727,0.003409090909090909,0.30568181818181817,0.002272727272727273,0.571590909090909,1.009090909090909,0.0005,0.17350000000000002,Healthy
peanut spread,101,0.08415841584158416,0.015841584158415842,0.041584158415841586,0.024752475247524754,0.021782178217821784,0.0049504950495049506,0.03762376237623762,0.011881188118811881,0.0,0.00027722772277227726,0.0029702970297029703,0.0,0.0009009900990099009,0.0007821782178217822,0.0,0.00024752475247524753,0.024752475247524754,0.0019801980198019802,0.00048514851485148515,0.0,0.0,0.011881188118811881,0.0004554455445544554,0.11089108910891088,0.0009900990099009901,0.0039603960396039604,0.2514851485148515,0.0029702970297029703,0.5376237623762375,1.2554455445544555,0.0007722772277227723,0.0049504950495049506,0.2702970297029703,Healthy
